Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Product Type,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,Shopify Traffic Source,SKU,Customer Sale Type,Customer ID,Shipping Country,Month
XYZ Luxury,2026-05-13,INR,XYZ Luxury - magic checkout,2026-05-13T07:28:03Z,2026-05-13T07:28:03Z,2026-05-16T20:47:05Z,7268690000000.0,#3555,United States,USA,United States,Oregon,Happy Valley,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9479640000000.0,United States,2026-05
XYZ Luxury,2026-05-14,INR,XYZ Luxury - magic checkout,2026-05-14T04:14:22Z,2026-05-14T04:14:22Z,2026-05-17T22:14:33Z,7271720000000.0,#3557,United States,USA,United States,Texas,Corpus Christi,"Magic, wallet",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9482100000000.0,United States,2026-05
XYZ Luxury,2026-05-15,INR,XYZ Luxury - magic checkout,2026-05-15T00:12:16Z,2026-05-15T00:12:16Z,2026-05-15T00:12:33Z,7274850000000.0,#3559,United States,USA,United States,New York,New York,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9486830000000.0,United States,2026-05
XYZ Luxury,2026-05-21,INR,XYZ Luxury - magic checkout,2026-05-21T06:11:55Z,2026-05-21T06:11:55Z,2026-05-21T06:12:13Z,7305910000000.0,#3575,United States,USA,United States,California,Riverside,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9522900000000.0,United States,2026-05
XYZ Luxury,2026-05-26,INR,Draft Orders,2026-05-26T16:25:36Z,2026-05-26T16:25:36Z,2026-05-27T03:56:45Z,7338300000000.0,#3590,United States,USA,United States,Minnesota,Farmington,,,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9528600000000.0,United States,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-27T19:00:29Z,2026-05-27T19:00:29Z,2026-05-27T19:00:30Z,7346100000000.0,#3597,United States,USA,United States,California,Gilroy,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9561150000000.0,United States,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-28T03:14:06Z,2026-05-28T03:14:06Z,2026-05-28T03:14:08Z,7348050000000.0,#3603,United States,USA,United States,Illinois,Naperville,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9562860000000.0,United States,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-29T18:04:15Z,2026-05-29T18:04:15Z,2026-05-29T18:04:16Z,7360040000000.0,#3644,United States,USA,United States,New York,East Elmhurst,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9297670000000.0,United States,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-30T20:44:41Z,2026-05-30T20:44:41Z,2026-05-31T03:35:12Z,7373890000000.0,#3656,United States,USA,United States,California,Tracy,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9580190000000.0,United States,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-31T02:35:51Z,2026-05-31T02:35:51Z,2026-05-31T02:35:53Z,7377420000000.0,#3659,United States,USA,United States,California,San Diego,"Magic, wallet",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9592170000000.0,United States,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-31T02:59:13Z,2026-05-31T02:59:13Z,2026-06-03T08:03:09Z,7377570000000.0,#3660,United States,USA,United States,New York,Bellerose,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9592070000000.0,United States,2026-05
XYZ Luxury,2026-05-31,INR,Draft Orders,2026-05-31T04:30:19Z,2026-05-31T04:30:20Z,2026-06-03T08:02:29Z,7379030000000.0,#3661,United States,USA,United States,California,Fairfield,,,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9593700000000.0,United States,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-31T14:18:29Z,2026-05-31T14:18:29Z,2026-06-02T07:23:45Z,7391370000000.0,#3665,United States,USA,United States,North Carolina,High Point,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9593770000000.0,United States,2026-05
XYZ Luxury,2026-05-08,INR,XYZ Luxury - magic checkout,2026-05-08T17:20:24Z,2026-05-08T17:20:24Z,2026-05-09T06:13:06Z,7242290000000.0,#3537,United States,USA,United States,Ohio,Cleveland,"Magic, wallet",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,8794980000000.0,United States,2026-05
XYZ Luxury,2026-05-10,INR,XYZ Luxury - magic checkout,2026-05-09T20:38:36Z,2026-05-09T20:38:36Z,2026-05-13T08:58:03Z,7256440000000.0,#3543,United States,USA,United States,Indiana,Fort Wayne,"card, Magic",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9463230000000.0,United States,2026-05
XYZ Luxury,2026-05-16,INR,XYZ Luxury - magic checkout,2026-05-16T11:30:11Z,2026-05-16T11:30:11Z,2026-05-19T19:17:27Z,7282260000000.0,#3569,United States,USA,United States,Pennsylvania,Easton,"Magic, wallet",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,7983600000000.0,United States,2026-05
XYZ Luxury,2026-05-09,INR,XYZ Luxury - magic checkout,2026-05-09T13:09:51Z,2026-05-09T13:09:51Z,2026-05-09T13:10:06Z,7254290000000.0,#3541,United States,USA,United States,Ohio,Cleveland,"Magic, wallet",,,,,,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,8794980000000.0,United States,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-29T16:30:32Z,2026-05-29T16:30:32Z,2026-05-29T16:30:33Z,7359440000000.0,#3643,Canada,Rest of the World,Canada,British Columbia,Vancouver,"card, Magic",9567630000000.0,Mona Bangles 4pc,"16ap, 17-04",,02-Jun,3300.0,3300.0,3300.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9145360000000.0,Canada,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-29T08:31:36Z,2026-05-29T08:31:36Z,2026-05-29T08:31:38Z,7356060000000.0,#3635,United Kingdom,Rest of the World,United Kingdom,England,Hersham,"card, Magic",9420810000000.0,Zara Payal Pair,"16ak, 17-04, category_payal, sale-28",,Default Title,3300.0,3300.0,3300.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9569870000000.0,United Kingdom,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-30T20:44:41Z,2026-05-30T20:44:41Z,2026-05-31T03:35:12Z,7373890000000.0,#3656,United States,USA,United States,California,Tracy,"card, Magic",9567630000000.0,Nayab Bangle 4pc,"16ap, 17-04",,02-Aug,3300.0,3300.0,3300.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9580190000000.0,United States,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-28T17:24:26Z,2026-05-28T17:24:26Z,2026-05-28T17:24:28Z,7352040000000.0,#3620,India,India,India,Delhi,South West Delhi,"Magic, upi",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3366.0,3366.0,3366.0,1,0.0,0.0,1.0,0.0,3366.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9566440000000.0,India,2026-05
XYZ Luxury,2026-05-30,INR,XYZ Luxury - magic checkout,2026-05-30T10:33:15Z,2026-05-30T10:33:15Z,2026-05-30T10:34:15Z,7367670000000.0,#3649,India,India,India,Chhattisgarh,Surguja,"Magic, upi",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3366.0,3366.0,3366.0,1,0.0,0.0,1.0,0.0,3366.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9582720000000.0,India,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-29T16:24:10Z,2026-05-29T16:24:10Z,2026-05-29T16:24:12Z,7359390000000.0,#3642,India,India,India,Haryana,Karnal,"Magic, upi",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3366.0,3366.0,3366.0,1,0.0,0.0,1.0,0.0,3366.0,0.0,1.0,1.0,0.0,1,Untagged,,Returning,8963280000000.0,India,2026-05
XYZ Luxury,2026-05-27,INR,XYZ Luxury - magic checkout,2026-05-27T14:45:53Z,2026-05-27T14:45:53Z,2026-05-28T06:26:24Z,7344550000000.0,#3591,India,India,India,Uttar Pradesh,Noida,"Magic, upi",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3366.0,3366.0,3366.0,1,0.0,0.0,1.0,0.0,3366.0,0.0,1.0,1.0,0.0,1,Untagged,,Returning,8944620000000.0,India,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-28T23:37:17Z,2026-05-28T23:37:17Z,2026-05-28T23:37:19Z,7353940000000.0,#3626,United Kingdom,Rest of the World,United Kingdom,England,Wolverhampton,"card, Magic",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3366.0,3366.0,3366.0,1,0.0,0.0,1.0,0.0,3366.0,0.0,1.0,1.0,0.0,1,Untagged,,Returning,9521400000000.0,United Kingdom,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-30T20:44:41Z,2026-05-30T20:44:41Z,2026-05-31T03:35:12Z,7373890000000.0,#3656,United States,USA,United States,California,Tracy,"card, Magic",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3366.0,3366.0,3366.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9580190000000.0,United States,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-31T02:59:13Z,2026-05-31T02:59:13Z,2026-06-03T08:03:09Z,7377570000000.0,#3660,United States,USA,United States,New York,Bellerose,"card, Magic",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3366.0,3366.0,3366.0,1,0.0,0.0,1.0,0.0,3366.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9592070000000.0,United States,2026-05
XYZ Luxury,2026-05-06,INR,XYZ Luxury - magic checkout,2026-05-06T01:59:57Z,2026-05-06T01:59:57Z,2026-05-06T07:39:39Z,7232600000000.0,#3529,India,India,India,Uttar Pradesh,VARANASI,"Magic, upi",9567630000000.0,Nayab Bangle 4pc,"16ap, 17-04",,,3500.0,3500.0,3500.0,1,0.0,0.0,1.0,0.0,3500.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9450370000000.0,India,2026-05
XYZ Luxury,2026-05-15,INR,XYZ Luxury - magic checkout,2026-05-15T09:51:58Z,2026-05-15T09:51:58Z,2026-05-18T18:02:12Z,7275660000000.0,#3561,Singapore,Rest of the World,Singapore,District,Singapore,"Additional Notes, Magic, upi",9567630000000.0,Mona Bangles 4pc,"16ap, 17-04",,02-Jun,3500.0,3500.0,3500.0,1,0.0,0.0,1.0,0.0,3500.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9487880000000.0,Singapore,2026-05
XYZ Luxury,2026-05-02,INR,XYZ Luxury - magic checkout,2026-05-02T03:33:06Z,2026-05-02T03:33:06Z,2026-05-02T06:00:03Z,7214330000000.0,#3510,India,India,India,Chandigarh,Chandigarh,"Magic, upi",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3570.0,3570.0,3570.0,1,0.0,0.0,1.0,0.0,3570.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9432340000000.0,India,2026-05
XYZ Luxury,2026-05-05,INR,XYZ Luxury - magic checkout,2026-05-05T08:18:06Z,2026-05-05T08:18:06Z,2026-05-05T08:20:51Z,7229480000000.0,#3526,India,India,India,Chandigarh,Chandigarh,"Magic, upi",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3570.0,3570.0,3570.0,1,0.0,0.0,1.0,0.0,3570.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9446650000000.0,India,2026-05
XYZ Luxury,2026-05-06,INR,XYZ Luxury - magic checkout,2026-05-06T16:03:26Z,2026-05-06T16:03:26Z,2026-05-07T10:30:42Z,7234570000000.0,#3531,India,India,India,Punjab,Patiala,"Additional Notes, card, Magic",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3570.0,3570.0,3570.0,1,0.0,0.0,1.0,0.0,3570.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9452690000000.0,India,2026-05
XYZ Luxury,2026-05-16,INR,XYZ Luxury - magic checkout,2026-05-16T11:30:11Z,2026-05-16T11:30:11Z,2026-05-19T19:17:27Z,7282260000000.0,#3569,United States,USA,United States,Pennsylvania,Easton,"Magic, wallet",9478430000000.0,Areej Antique Pearl Set,"17-04, 20-02, category_necklace, sale-28",,Default Title,3570.0,3570.0,3570.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,7983600000000.0,United States,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-28T18:45:12Z,2026-05-28T18:45:12Z,2026-05-28T18:45:14Z,7352470000000.0,#3624,United Kingdom,Rest of the World,United Kingdom,England,Nelson,"card, Magic",9224500000000.0,Ghungroo Bangles Pair,"17-04, category_bangles, Clearance Sale, EOSS_jan26, sale-28",,02-Aug,3630.0,3630.0,3630.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9566800000000.0,United Kingdom,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-30T20:44:41Z,2026-05-30T20:44:41Z,2026-05-31T03:35:12Z,7373890000000.0,#3656,United States,USA,United States,California,Tracy,"card, Magic",9224500000000.0,Ghungroo Bangles Pair,"17-04, category_bangles, Clearance Sale, EOSS_jan26, sale-28",,02-Aug,3630.0,3630.0,3630.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9580190000000.0,United States,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-29T16:30:32Z,2026-05-29T16:30:32Z,2026-05-29T16:30:33Z,7359440000000.0,#3643,Canada,Rest of the World,Canada,British Columbia,Vancouver,"card, Magic",9567600000000.0,Amreen Bangles Pair,,,02-Jun,3960.0,3960.0,3960.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9145360000000.0,Canada,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-28T02:10:28Z,2026-05-28T02:10:28Z,2026-05-28T02:10:30Z,7347840000000.0,#3602,India,India,India,Karnataka,Bengaluru,"card, Magic",8182560000000.0,Moti Mahal Ring,"desc addition, eoss_02jun, EOSS_jan26, hp_rts09may",,Default Title,3960.0,3960.0,3960.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9528580000000.0,India,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-28T05:17:03Z,2026-05-28T05:17:03Z,2026-05-28T05:17:05Z,7348580000000.0,#3605,India,India,India,Karnataka,Bengaluru,"Magic, upi",8182560000000.0,Moti Mahal Ring,"desc addition, eoss_02jun, EOSS_jan26, hp_rts09may",,Default Title,3960.0,3960.0,3960.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9563250000000.0,India,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-28T14:27:08Z,2026-05-28T14:27:08Z,2026-05-28T14:29:47Z,7351020000000.0,#3614,India,India,India,Delhi,South West Delhi,"card, Magic",9567600000000.0,Amreen Bangles Pair,,,02-Jun,3960.0,3960.0,3960.0,1,0.0,0.0,1.0,0.0,3960.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9565450000000.0,India,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-28T19:57:32Z,2026-05-28T19:57:32Z,2026-05-28T19:57:34Z,7352830000000.0,#3625,India,India,India,Uttar Pradesh,Gautam Buddha Nagar,"card, Magic",8182560000000.0,Moti Mahal Ring,"desc addition, eoss_02jun, EOSS_jan26, hp_rts09may",,Default Title,3960.0,3960.0,3960.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,7880120000000.0,India,2026-05
XYZ Luxury,2026-05-29,INR,Draft Orders,2026-05-29T06:10:19Z,2026-05-29T06:10:19Z,2026-06-01T11:24:31Z,7355540000000.0,#3630,India,India,India,Uttarakhand,Dehradun,,9408480000000.0,Sonia Earrings,"17-04, av-07jan26, category_earring, EOSS_jan26, sale-28",,Default Title,3960.0,3960.0,3960.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9569420000000.0,India,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-29T09:15:05Z,2026-05-29T09:15:05Z,2026-06-01T11:53:20Z,7356240000000.0,#3637,India,India,India,Punjab,Ropar,"Magic, upi",9563990000000.0,Pippal Patti Waliyaan,sale-28,,Default Title,3960.0,3960.0,3960.0,1,0.0,0.0,1.0,0.0,3960.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9563450000000.0,India,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-30T20:17:14Z,2026-05-30T20:17:14Z,2026-06-02T08:13:00Z,7373700000000.0,#3655,India,India,India,Karnataka,Bengaluru,"Magic, wallet",9567640000000.0,Dil Bangle Pair,"16ap, 17-04",,02-Aug,3960.0,3960.0,3960.0,1,0.0,0.0,1.0,0.0,3960.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9588550000000.0,India,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-28T23:37:17Z,2026-05-28T23:37:17Z,2026-05-28T23:37:19Z,7353940000000.0,#3626,United Kingdom,Rest of the World,United Kingdom,England,Wolverhampton,"card, Magic",9418090000000.0,Rosy Antique Bangles 4pc,"17-04, category_bangles, sale-28",,02-Jun,3960.0,3960.0,3960.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9521400000000.0,United Kingdom,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-27T19:00:29Z,2026-05-27T19:00:29Z,2026-05-27T19:00:30Z,7346100000000.0,#3597,United States,USA,United States,California,Gilroy,"card, Magic",9427550000000.0,Moti Nath,,,Default Title,3960.0,3960.0,3960.0,1,0.0,0.0,1.0,0.0,3960.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9561150000000.0,United States,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-27T20:32:50Z,2026-05-27T20:32:50Z,2026-05-27T20:32:52Z,7346630000000.0,#3600,Canada,Rest of the World,Canada,British Columbia,Delta,"card, Magic",8924020000000.0,Raunaq Antique Bangles,"17-04, 3july-backup-dis, Bestseller_18sep, category_bangles, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",,,4165.92,4165.92,4165.92,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9550310000000.0,Canada,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-28T02:10:28Z,2026-05-28T02:10:28Z,2026-05-28T02:10:30Z,7347840000000.0,#3602,India,India,India,Karnataka,Bengaluru,"card, Magic",8924020000000.0,Raunaq Antique Bangles,"17-04, 3july-backup-dis, Bestseller_18sep, category_bangles, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",,,4165.92,4165.92,4165.92,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9528580000000.0,India,2026-05
XYZ Luxury,2026-05-28,INR,XYZ Luxury - magic checkout,2026-05-28T05:17:03Z,2026-05-28T05:17:03Z,2026-05-28T05:17:05Z,7348580000000.0,#3605,India,India,India,Karnataka,Bengaluru,"Magic, upi",8924020000000.0,Raunaq Antique Bangles,"17-04, 3july-backup-dis, Bestseller_18sep, category_bangles, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",,,4165.92,4165.92,4165.92,1,0.0,0.0,1.0,0.0,4165.92,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9563250000000.0,India,2026-05
XYZ Luxury,2026-05-31,INR,XYZ Luxury - magic checkout,2026-05-31T14:18:29Z,2026-05-31T14:18:29Z,2026-06-02T07:23:45Z,7391370000000.0,#3665,United States,USA,United States,North Carolina,High Point,"card, Magic",8924020000000.0,Raunaq Antique Bangles,"17-04, 3july-backup-dis, Bestseller_18sep, category_bangles, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",,02-Apr,4165.92,4165.92,4165.92,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9593770000000.0,United States,2026-05
XYZ Luxury,2026-05-11,INR,XYZ Luxury - magic checkout,2026-05-11T12:05:42Z,2026-05-11T12:05:42Z,2026-05-14T18:56:40Z,7263760000000.0,#3547,Canada,Rest of the World,Canada,Ontario,KITCHENER,"card, Magic",9563990000000.0,Pippal Patti Waliyaan,sale-28,,Default Title,4200.0,4200.0,4200.0,1,0.0,0.0,1.0,0.0,4200.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9474090000000.0,Canada,2026-05
XYZ Luxury,2026-05-14,INR,XYZ Luxury - magic checkout,2026-05-14T04:27:38Z,2026-05-14T04:27:38Z,2026-05-14T06:35:14Z,7271750000000.0,#3558,India,India,India,Punjab,Ludhiana,"card, Magic",9568100000000.0,Tina Jhumki Earrings,"16ap, 17-04",,Default Title,4200.0,4200.0,4200.0,1,0.0,0.0,1.0,0.0,4200.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9483100000000.0,India,2026-05
XYZ Luxury,2026-05-26,INR,XYZ Luxury - magic checkout,2026-05-26T14:52:29Z,2026-05-26T14:52:29Z,2026-05-27T05:41:12Z,7337890000000.0,#3589,India,India,India,Haryana,Gurugram,"Magic, upi",9419610000000.0,Multi Antique Payal Pair,"16ak, 17-04, category_payal, sale-28",,Default Title,4200.0,4200.0,4200.0,1,0.0,0.0,1.0,0.0,4200.0,1.0,0.0,1.0,0.0,1,Untagged,,First-time,9553380000000.0,India,2026-05
XYZ Luxury,2026-05-14,INR,XYZ Luxury - magic checkout,2026-05-14T04:27:38Z,2026-05-14T04:27:38Z,2026-05-14T06:35:14Z,7271750000000.0,#3558,India,India,India,Punjab,Ludhiana,"card, Magic",9567620000000.0,Rinkal Valiyaan,"16ap, 17-04",,Default Title,4235.0,4235.0,4235.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9483100000000.0,India,2026-05
XYZ Luxury,2026-05-16,INR,XYZ Luxury - magic checkout,2026-05-16T00:23:13Z,2026-05-16T00:23:13Z,2026-05-16T06:39:00Z,7279720000000.0,#3565,India,India,India,Punjab,Fatehgarh Sahib,"card, Magic",9567620000000.0,Rinkal Valiyaan,"16ap, 17-04",,Default Title,4235.0,4235.0,4235.0,1,0.0,0.0,1.0,0.0,4235.0,0.0,1.0,1.0,0.0,1,Untagged,,Returning,8158360000000.0,India,2026-05
XYZ Luxury,2026-05-20,INR,Draft Orders,2026-05-20T05:04:49Z,2026-05-20T05:04:50Z,2026-05-20T05:24:26Z,7299120000000.0,#3573,India,India,India,Punjab,Punjab,,8924020000000.0,Raunaq Antique Bangles,"17-04, 3july-backup-dis, Bestseller_18sep, category_bangles, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",,04-Feb,4418.4,4418.4,4418.4,1,0.0,0.0,1.0,0.0,4418.4,0.0,1.0,1.0,0.0,1,Untagged,,Returning,9135330000000.0,India,2026-05
XYZ Luxury,2026-05-27,INR,Draft Orders,2026-05-27T17:22:23Z,2026-05-27T17:22:24Z,2026-05-27T17:23:32Z,7345520000000.0,#3594,India,India,India,Uttarakhand,Haridwar,,9475470000000.0,Teena Studs,"17-04, 18-02, category_earring, sale-28",,Default Title,4620.0,4620.0,4620.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9560670000000.0,India,2026-05
XYZ Luxury,2026-05-27,INR,XYZ Luxury - magic checkout,2026-05-27T18:08:04Z,2026-05-27T18:08:04Z,2026-05-27T18:08:09Z,7345790000000.0,#3596,United Kingdom,Rest of the World,United Kingdom,England,London,"card, Magic",9475470000000.0,Jannat Earrings,"17-04, 18-02, category_earring, sale-28",,Default Title,4620.0,4620.0,4620.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9560910000000.0,United Kingdom,2026-05
XYZ Luxury,2026-05-29,INR,XYZ Luxury - magic checkout,2026-05-28T23:37:17Z,2026-05-28T23:37:17Z,2026-05-28T23:37:19Z,7353940000000.0,#3626,United Kingdom,Rest of the World,United Kingdom,England,Wolverhampton,"card, Magic",9408480000000.0,Mehak Earrings,"17-04, av-07jan26, category_earring, EOSS_jan26, sale-28",,Default Title,4620.0,4620.0,4620.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9521400000000.0,United Kingdom,2026-05
