Date,Month,Campaign,Country,Spend,Revenue,Conversions,Clicks,Impressions,Platform,ROAS
2026-07-19,2026-07,Growify_Performance Max_Listing_INTL,United States,676.16,0.0,0.0,21.0,1760,Google,0.0
2026-07-19,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,10.203016,0.0,0.0,2.0,6,Google,0.0
2026-07-19,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,146.891092,4165.92,1.0,17.0,40,Google,28.36060337818171
2026-07-19,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,50.53,0.0,0.0,4.0,10,Google,0.0
2026-07-19,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,856.562912,34770.0,1.0,7.0,26,Google,40.592464970045306
2026-07-19,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,780.568242,0.0,0.0,51.0,89,Google,0.0
2026-07-20,2026-07,Growify_P.max_HP_EOSS_Ind,India,336.465672,3587.2812,1.0,70.0,3497,Google,10.661655849396725
2026-07-20,2026-07,Growify_Performance Max_Listing_IND,India,228.374202,0.0,0.0,181.0,7566,Google,0.0
2026-07-20,2026-07,Growify_Performance Max_Listing_INTL,Australia,149.67,0.0,0.0,7.0,304,Google,0.0
2026-07-20,2026-07,Growify_Performance Max_Listing_INTL,Canada,1459.43,0.0,0.0,8.0,306,Google,0.0
2026-07-20,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,63.33,0.0,0.0,3.0,302,Google,0.0
2026-07-20,2026-07,Growify_Performance Max_Listing_INTL,United States,164.65,0.0,0.0,9.0,1308,Google,0.0
2026-07-20,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,2.958184,0.0,0.0,3.0,6,Google,0.0
2026-07-20,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,648.01,0.0,0.0,12.0,35,Google,0.0
2026-07-20,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,348.54,0.0,0.0,3.0,18,Google,0.0
2026-07-20,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,182.184315,0.0,0.0,7.0,26,Google,0.0
2026-07-20,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,353.085765,0.0,0.0,49.0,118,Google,0.0
2026-07-21,2026-07,Growify_P.max_HP_EOSS_Ind,India,89.989331,0.0,0.0,40.0,1580,Google,0.0
2026-07-21,2026-07,Growify_Performance Max_Listing_IND,India,243.915773,0.0,0.0,105.0,4705,Google,0.0
2026-07-21,2026-07,Growify_Performance Max_Listing_INTL,Australia,0.0,0.0,0.0,0.0,17,Google,0.0
2026-07-21,2026-07,Growify_Performance Max_Listing_INTL,Canada,0.0,0.0,0.0,0.0,25,Google,0.0
2026-07-21,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,25.55,0.0,0.0,1.0,30,Google,0.0
2026-07-21,2026-07,Growify_Performance Max_Listing_INTL,United States,143.0,0.0,0.0,5.0,188,Google,0.0
2026-07-21,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,270.58815,0.0,0.0,10.0,19,Google,0.0
2026-07-21,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,26.96,0.0,0.0,2.0,6,Google,0.0
2026-07-21,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,185.585702,0.0,0.0,17.0,29,Google,0.0
2026-07-22,2026-07,Growify_P.max_HP_EOSS_Ind,India,951.432744,0.0,0.0,199.0,7891,Google,0.0
2026-07-22,2026-07,Growify_Performance Max_Listing_IND,India,752.583249,0.0,0.0,307.0,13376,Google,0.0
2026-07-22,2026-07,Growify_Performance Max_Listing_INTL,Australia,81.42,0.0,0.0,3.0,179,Google,0.0
2026-07-22,2026-07,Growify_Performance Max_Listing_INTL,Canada,19.329695,0.0,0.0,4.0,161,Google,0.0
2026-07-22,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,48.32,0.0,0.0,4.0,163,Google,0.0
2026-07-22,2026-07,Growify_Performance Max_Listing_INTL,United States,426.52,0.0,0.0,10.0,1028,Google,0.0
2026-07-22,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,4.138751,0.0,0.0,4.0,6,Google,0.0
2026-07-22,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,221.5,0.0,0.0,11.0,26,Google,0.0
2026-07-22,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,91.449839,0.0,0.0,5.0,9,Google,0.0
2026-07-22,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,11.776452,0.0,0.0,8.0,22,Google,0.0
2026-07-22,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,329.240499,0.0,0.0,64.0,107,Google,0.0
2026-07-23,2026-07,Growify_P.max_HP_EOSS_Ind,India,664.990223,0.0,0.0,152.0,6334,Google,0.0
2026-07-23,2026-07,Growify_Performance Max_Listing_IND,India,832.191588,0.0,0.0,305.0,14143,Google,0.0
2026-07-23,2026-07,Growify_Performance Max_Listing_INTL,Australia,33.42,0.0,0.0,6.0,298,Google,0.0
2026-07-23,2026-07,Growify_Performance Max_Listing_INTL,Canada,66.287989,0.0,0.0,2.0,159,Google,0.0
2026-07-23,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,21.02,0.0,0.0,2.0,242,Google,0.0
2026-07-23,2026-07,Growify_Performance Max_Listing_INTL,United States,721.74,0.0,0.0,14.0,830,Google,0.0
2026-07-23,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,20.10799,0.0,0.0,4.0,9,Google,0.0
2026-07-23,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,6.647312,0.0,0.0,5.0,9,Google,0.0
2026-07-23,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,12.840979,0.0,0.0,3.0,5,Google,0.0
2026-07-23,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,9.807034,4320.0,1.0,9.0,20,Google,440.50015529669827
2026-07-23,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,499.248482,20682.96,2.5,49.0,66,Google,41.42818805806604
2026-07-24,2026-07,Growify_P.max_HP_EOSS_Ind,India,570.202407,0.0,0.0,86.0,4128,Google,0.0
2026-07-24,2026-07,Growify_Performance Max_Listing_IND,India,516.518718,0.0,0.0,122.0,5044,Google,0.0
2026-07-24,2026-07,Growify_Performance Max_Listing_INTL,Australia,148.27,0.0,0.0,6.0,362,Google,0.0
2026-07-24,2026-07,Growify_Performance Max_Listing_INTL,Canada,63.395815,0.0,0.0,3.0,407,Google,0.0
2026-07-24,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,56.77,0.0,0.0,3.0,423,Google,0.0
2026-07-24,2026-07,Growify_Performance Max_Listing_INTL,United States,1073.2,0.0,0.0,12.0,1350,Google,0.0
2026-07-24,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,1.35,0.0,0.0,1.0,3,Google,0.0
2026-07-24,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,37.82,0.0,0.0,13.0,21,Google,0.0
2026-07-24,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,15.43,0.0,0.0,3.0,5,Google,0.0
2026-07-24,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,5.82,4165.92,1.0,6.0,12,Google,715.7938144329896
2026-07-24,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,886.723521,0.0,0.0,92.0,151,Google,0.0
2026-07-25,2026-07,Growify_P.max_HP_EOSS_Ind,India,519.663686,0.0,0.0,51.0,3029,Google,0.0
2026-07-25,2026-07,Growify_Performance Max_Listing_IND,India,356.935856,0.0,0.0,106.0,5034,Google,0.0
2026-07-25,2026-07,Growify_Performance Max_Listing_INTL,Australia,0.0,0.0,0.0,0.0,27,Google,0.0
2026-07-25,2026-07,Growify_Performance Max_Listing_INTL,Canada,0.0,0.0,0.0,0.0,71,Google,0.0
2026-07-25,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,30.72,0.0,0.0,3.0,90,Google,0.0
2026-07-25,2026-07,Growify_Performance Max_Listing_INTL,United States,1319.43,57874.78035,0.88,6.0,390,Google,43.86347161274186
2026-07-25,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,1.35,0.0,0.0,1.0,1,Google,0.0
2026-07-25,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,39.042337,0.0,0.0,14.0,28,Google,0.0
2026-07-25,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,29.28548,0.0,0.0,6.0,10,Google,0.0
2026-07-25,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,273.33,0.0,0.0,10.0,18,Google,0.0
2026-07-25,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,621.490784,3782.96,0.5,60.0,115,Google,6.086912464980334
2026-07-26,2026-07,Growify_P.max_HP_EOSS_Ind,India,337.797734,357.26823,0.1,84.0,3813,Google,1.0576395103941107
2026-07-26,2026-07,Growify_Performance Max_Listing_IND,India,346.983792,0.0,0.0,168.0,7377,Google,0.0
2026-07-26,2026-07,Growify_Performance Max_Listing_INTL,Australia,50.16,0.0,0.0,3.0,110,Google,0.0
2026-07-26,2026-07,Growify_Performance Max_Listing_INTL,Canada,194.736575,1552.0626,0.16,6.0,163,Google,7.970062121098721
2026-07-26,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,68.69,0.0,0.0,2.0,152,Google,0.0
2026-07-26,2026-07,Growify_Performance Max_Listing_INTL,United States,212.81,0.0,0.0,10.0,436,Google,0.0
2026-07-26,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,13.862105,0.0,0.0,5.0,11,Google,0.0
2026-07-26,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,89.13,0.0,0.0,8.0,24,Google,0.0
2026-07-26,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,66.093013,0.0,0.0,7.0,12,Google,0.0
2026-07-26,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,44.46,0.0,0.0,8.0,18,Google,0.0
2026-07-26,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,1830.666151,5200.0,1.0,72.0,119,Google,2.840496065959107
2026-07-27,2026-07,Growify_P.max_HP_EOSS_Ind,India,567.587492,0.0,0.0,145.0,4924,Google,0.0
2026-07-27,2026-07,Growify_Performance Max_Listing_IND,India,677.516033,4999.0,1.0,261.0,10791,Google,7.3784231760017995
2026-07-27,2026-07,Growify_Performance Max_Listing_INTL,Australia,134.7,0.0,0.0,7.0,190,Google,0.0
2026-07-27,2026-07,Growify_Performance Max_Listing_INTL,Canada,10.395615,1552.0626,0.16,1.0,118,Google,149.2997383993155
2026-07-27,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,38.74,0.0,0.0,6.0,192,Google,0.0
2026-07-27,2026-07,Growify_Performance Max_Listing_INTL,United States,110.06,0.0,0.0,6.0,676,Google,0.0
2026-07-27,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,18.88,0.0,0.0,3.0,8,Google,0.0
2026-07-27,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,296.357083,0.0,0.0,3.0,13,Google,0.0
2026-07-27,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,35.99,0.0,0.0,3.0,5,Google,0.0
2026-07-27,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,3.87,0.0,0.0,2.0,6,Google,0.0
2026-07-27,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,364.998853,0.0,0.0,37.0,76,Google,0.0
2026-07-28,2026-07,Growify_P.max_HP_EOSS_Ind,India,502.157692,7334.54704,2.01,131.0,4212,Google,14.606063308097252
2026-07-28,2026-07,Growify_Performance Max_Listing_IND,India,441.181148,0.0,0.0,180.0,8220,Google,0.0
2026-07-28,2026-07,Growify_Performance Max_Listing_INTL,Australia,5.34,0.0,0.0,1.0,181,Google,0.0
2026-07-28,2026-07,Growify_Performance Max_Listing_INTL,Canada,79.623683,1552.07217,0.16,4.0,164,Google,19.49259455883245
2026-07-28,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,123.22,0.0,0.0,4.0,220,Google,0.0
2026-07-28,2026-07,Growify_Performance Max_Listing_INTL,United States,527.59,0.0,0.0,13.0,683,Google,0.0
2026-07-28,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,412.81,0.0,0.0,4.0,7,Google,0.0
2026-07-28,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,52.3,0.0,0.0,5.0,14,Google,0.0
2026-07-28,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,11.47,0.0,0.0,3.0,6,Google,0.0
2026-07-28,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,3.84,0.0,0.0,2.0,12,Google,0.0
2026-07-28,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,316.493793,3400.0,1.0,58.0,91,Google,10.742706729796753
2026-07-29,2026-07,Growify_P.max_HP_EOSS_Ind,India,646.945417,0.0,0.0,82.0,4202,Google,0.0
2026-07-29,2026-07,Growify_Performance Max_Listing_IND,India,506.818298,77.715,0.02,122.0,6504,Google,0.15333897830184498
2026-07-29,2026-07,Growify_Performance Max_Listing_INTL,Australia,0.0,0.0,0.0,0.0,201,Google,0.0
2026-07-29,2026-07,Growify_Performance Max_Listing_INTL,Canada,366.658165,0.0,0.0,9.0,415,Google,0.0
2026-07-29,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,0.0,0.0,0.0,0.0,240,Google,0.0
2026-07-29,2026-07,Growify_Performance Max_Listing_INTL,United States,229.938006,0.0,0.0,14.0,813,Google,0.0
2026-07-29,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,71.06,0.0,0.0,6.0,12,Google,0.0
2026-07-29,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,208.88,4913.80263,0.51,16.0,41,Google,23.52452427230946
2026-07-29,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,45.090318,0.0,0.0,5.0,14,Google,0.0
2026-07-29,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,3.84,0.0,0.0,4.0,12,Google,0.0
2026-07-29,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,701.631287,21850.0,1.0,92.0,176,Google,31.141712755463253
2026-07-30,2026-07,Growify_P.max_HP_EOSS_Ind,India,175.193985,3964.31046,1.0,40.0,1453,Google,22.628119681163714
2026-07-30,2026-07,Growify_Performance Max_Listing_IND,India,459.939882,116.5875,0.02,99.0,3775,Google,0.25348421513922986
2026-07-30,2026-07,Growify_Performance Max_Listing_INTL,Australia,0.0,0.0,0.0,0.0,189,Google,0.0
2026-07-30,2026-07,Growify_Performance Max_Listing_INTL,Canada,65.91,0.0,0.0,4.0,245,Google,0.0
2026-07-30,2026-07,Growify_Performance Max_Listing_INTL,United Kingdom,50.65,0.0,0.0,3.0,138,Google,0.0
2026-07-30,2026-07,Growify_Performance Max_Listing_INTL,United States,80.539459,0.0,0.0,5.0,476,Google,0.0
2026-07-30,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,18.02,0.0,0.0,4.0,9,Google,0.0
2026-07-30,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,211.78,0.0,0.0,9.0,18,Google,0.0
2026-07-30,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,2.56,0.0,0.0,1.0,2,Google,0.0
2026-07-30,2026-07,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,0.0,0.0,0.0,0.0,5,Google,0.0
2026-07-30,2026-07,Growify_XYZ LuxuryP_Search_India-12/12/25,India,382.523178,0.0,0.0,46.0,74,Google,0.0
2026-08-01,2026-08,Growify_P.max_HP_EOSS_Ind,India,0.01,0.0,0.0,0.0,1,Google,0.0
2026-08-04,2026-08,Growify_P.max_HP_EOSS_Ind,India,0.027801,0.0,0.0,0.0,2,Google,0.0
2026-08-04,2026-08,Growify_Performance Max_Listing_IND,India,0.830048,0.0,0.0,0.0,17,Google,0.0
2026-08-04,2026-08,Growify_XYZ LuxuryP_Search_India-12/12/25,India,0.0,0.0,0.0,0.0,1,Google,0.0
2026-08-05,2026-08,Growify_P.max_HP_EOSS_Ind,India,950.67281,0.0,0.0,212.0,7004,Google,0.0
2026-08-05,2026-08,Growify_Performance Max_Listing_IND,India,999.215236,0.0,0.0,237.0,10674,Google,0.0
2026-08-05,2026-08,Growify_Performance Max_Listing_INTL,Australia,4.83,0.0,0.0,1.0,94,Google,0.0
2026-08-05,2026-08,Growify_Performance Max_Listing_INTL,Canada,4.006612,0.0,0.0,0.0,54,Google,0.0
2026-08-05,2026-08,Growify_Performance Max_Listing_INTL,United Kingdom,24.790986,0.0,0.0,1.0,64,Google,0.0
2026-08-05,2026-08,Growify_Performance Max_Listing_INTL,United States,0.012409,0.0,0.0,2.0,238,Google,0.0
2026-08-05,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,337.76,20500.0,1.0,3.0,6,Google,60.693983893889154
2026-08-05,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,34.540442,0.0,0.0,4.0,14,Google,0.0
2026-08-05,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,1.29,0.0,0.0,1.0,4,Google,0.0
2026-08-05,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,108.46,0.0,0.0,2.0,4,Google,0.0
2026-08-05,2026-08,Growify_XYZ LuxuryP_Search_India-12/12/25,India,331.582098,0.0,0.0,45.0,88,Google,0.0
2026-08-06,2026-08,Growify_P.max_HP_EOSS_Ind,India,951.17633,0.0,0.0,159.0,6980,Google,0.0
2026-08-06,2026-08,Growify_Performance Max_Listing_IND,India,898.684651,0.0,0.0,250.0,11871,Google,0.0
2026-08-06,2026-08,Growify_Performance Max_Listing_INTL,Australia,53.34,0.0,0.0,3.0,140,Google,0.0
2026-08-06,2026-08,Growify_Performance Max_Listing_INTL,Canada,70.462142,0.0,0.0,2.0,114,Google,0.0
2026-08-06,2026-08,Growify_Performance Max_Listing_INTL,United Kingdom,22.81,0.0,0.0,2.0,177,Google,0.0
2026-08-06,2026-08,Growify_Performance Max_Listing_INTL,United States,214.047036,0.0,0.0,8.0,784,Google,0.0
2026-08-06,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,125.55,0.0,0.0,2.0,5,Google,0.0
2026-08-06,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,50.94,0.0,0.0,7.0,21,Google,0.0
2026-08-06,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,267.93,0.0,0.0,5.0,9,Google,0.0
2026-08-06,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,0.0,0.0,0.0,0.0,9,Google,0.0
2026-08-06,2026-08,Growify_XYZ LuxuryP_Search_India-12/12/25,India,387.322255,0.0,0.0,64.0,122,Google,0.0
2026-08-07,2026-08,Growify_P.max_HP_EOSS_Ind,India,983.026744,357.26823,0.1,232.0,8309,Google,0.36343693819178535
2026-08-07,2026-08,Growify_Performance Max_Listing_IND,India,849.326074,23499.956,1.5,317.0,13436,Google,27.668944495397653
2026-08-07,2026-08,Growify_Performance Max_Listing_INTL,Australia,108.18,0.0,0.0,5.0,107,Google,0.0
2026-08-07,2026-08,Growify_Performance Max_Listing_INTL,Canada,110.039281,0.0,0.0,1.0,76,Google,0.0
2026-08-07,2026-08,Growify_Performance Max_Listing_INTL,United Kingdom,60.2,0.0,0.0,3.0,136,Google,0.0
2026-08-07,2026-08,Growify_Performance Max_Listing_INTL,United States,519.350897,0.0,0.0,16.0,619,Google,0.0
2026-08-07,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,10.72,0.0,0.0,1.0,1,Google,0.0
2026-08-07,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,3.4,0.0,0.0,2.0,7,Google,0.0
2026-08-07,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,2.58,0.0,0.0,2.0,7,Google,0.0
2026-08-07,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,2.88,0.0,0.0,3.0,15,Google,0.0
2026-08-07,2026-08,Growify_XYZ LuxuryP_Search_India-12/12/25,India,421.189749,7914.1,1.0,75.0,155,Google,18.789868506510114
2026-08-08,2026-08,Growify_P.max_HP_EOSS_Ind,India,1006.045322,750.0,0.25,240.0,8437,Google,0.7454932532353646
2026-08-08,2026-08,Growify_Performance Max_Listing_IND,India,874.173801,750.0,0.25,386.0,16238,Google,0.857952959859981
2026-08-08,2026-08,Growify_Performance Max_Listing_INTL,Australia,4.82,0.0,0.0,1.0,132,Google,0.0
2026-08-08,2026-08,Growify_Performance Max_Listing_INTL,Canada,66.980101,0.0,0.0,2.0,185,Google,0.0
2026-08-08,2026-08,Growify_Performance Max_Listing_INTL,United Kingdom,36.54,0.0,0.0,3.0,176,Google,0.0
2026-08-08,2026-08,Growify_Performance Max_Listing_INTL,United States,103.332358,0.0,0.0,8.0,823,Google,0.0
2026-08-08,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,2.7,0.0,0.0,2.0,7,Google,0.0
2026-08-08,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,133.93,0.0,0.0,11.0,31,Google,0.0
2026-08-08,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,2.58,0.0,0.0,2.0,3,Google,0.0
2026-08-08,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,222.938596,0.0,0.0,3.0,9,Google,0.0
2026-08-08,2026-08,Growify_XYZ LuxuryP_Search_India-12/12/25,India,1192.510177,0.0448,0.0,83.0,159,Google,3.756781356172862e-05
2026-08-09,2026-08,Growify_P.max_HP_EOSS_Ind,India,762.889453,0.0,0.0,136.0,5402,Google,0.0
2026-08-09,2026-08,Growify_Performance Max_Listing_IND,India,905.302647,36.88344,0.01,365.0,18862,Google,0.04074155766828328
2026-08-09,2026-08,Growify_Performance Max_Listing_INTL,Australia,44.5,0.0,0.0,2.0,146,Google,0.0
2026-08-09,2026-08,Growify_Performance Max_Listing_INTL,Canada,122.839306,0.0,0.0,4.0,229,Google,0.0
2026-08-09,2026-08,Growify_Performance Max_Listing_INTL,United Kingdom,30.01,0.0,0.0,5.0,153,Google,0.0
2026-08-09,2026-08,Growify_Performance Max_Listing_INTL,United States,447.71,0.0,0.0,13.0,785,Google,0.0
2026-08-09,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,0.120496,0.0,0.0,1.0,5,Google,0.0
2026-08-09,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,165.713025,0.0,0.0,10.0,25,Google,0.0
2026-08-09,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,132.34,0.0,0.0,6.0,11,Google,0.0
2026-08-09,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,225.7,0.0,0.0,10.0,28,Google,0.0
2026-08-09,2026-08,Growify_XYZ LuxuryP_Search_India-12/12/25,India,1053.206254,17880.1,1.0,88.0,139,Google,16.976826649189267
2026-08-10,2026-08,Growify_P.max_HP_EOSS_Ind,India,498.081217,0.0,0.0,81.0,3784,Google,0.0
2026-08-10,2026-08,Growify_Performance Max_Listing_IND,India,544.838017,11114.1,1.0,188.0,7747,Google,20.39890692869914
2026-08-10,2026-08,Growify_Performance Max_Listing_INTL,Australia,99.03,0.0,0.0,4.0,188,Google,0.0
2026-08-10,2026-08,Growify_Performance Max_Listing_INTL,Canada,54.31,0.0,0.0,3.0,180,Google,0.0
2026-08-10,2026-08,Growify_Performance Max_Listing_INTL,United Kingdom,44.89,0.0,0.0,6.0,203,Google,0.0
2026-08-10,2026-08,Growify_Performance Max_Listing_INTL,United States,583.81,0.0,0.0,24.0,1367,Google,0.0
2026-08-10,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,243.53,0.0,0.0,2.0,8,Google,0.0
2026-08-10,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,227.69,0.0,0.0,15.0,39,Google,0.0
2026-08-10,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,200.75,0.0,0.0,4.0,8,Google,0.0
2026-08-10,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,8.870762,0.0,0.0,10.0,22,Google,0.0
2026-08-10,2026-08,Growify_XYZ LuxuryP_Search_India-12/12/25,India,652.043343,0.0,0.0,58.0,104,Google,0.0
2026-08-11,2026-08,Growify_P.max_HP_EOSS_Ind,India,1009.559846,0.0,0.0,34.0,1158,Google,0.0
2026-08-11,2026-08,Growify_Performance Max_Listing_IND,India,426.432708,6000.0,1.0,173.0,7894,Google,14.070215270635385
2026-08-11,2026-08,Growify_Performance Max_Listing_INTL,Australia,21.67,0.0,0.0,2.0,126,Google,0.0
2026-08-11,2026-08,Growify_Performance Max_Listing_INTL,Canada,34.54,0.0,0.0,3.0,174,Google,0.0
2026-08-11,2026-08,Growify_Performance Max_Listing_INTL,United Kingdom,0.0,0.0,0.0,0.0,172,Google,0.0
2026-08-11,2026-08,Growify_Performance Max_Listing_INTL,United States,929.88,0.0,0.0,21.0,1287,Google,0.0
2026-08-11,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,8.08,0.0,0.0,1.0,3,Google,0.0
2026-08-11,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,215.048472,0.0,0.0,15.0,33,Google,0.0
2026-08-11,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,471.77,0.0,0.0,3.0,10,Google,0.0
2026-08-11,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,161.33,0.0,0.0,5.0,18,Google,0.0
2026-08-11,2026-08,Growify_XYZ LuxuryP_Search_India-12/12/25,India,818.503185,0.0,0.0,58.0,94,Google,0.0
2026-08-12,2026-08,Growify_P.max_HP_EOSS_Ind,India,164.733589,9085.92,1.0,37.0,1312,Google,55.15523613098723
2026-08-12,2026-08,Growify_Performance Max_Listing_IND,India,191.506754,0.0,0.0,107.0,5224,Google,0.0
2026-08-12,2026-08,Growify_Performance Max_Listing_INTL,Australia,0.0,0.0,0.0,0.0,73,Google,0.0
2026-08-12,2026-08,Growify_Performance Max_Listing_INTL,Canada,0.01,0.0,0.0,1.0,61,Google,0.0
2026-08-12,2026-08,Growify_Performance Max_Listing_INTL,United Kingdom,74.56,0.0,0.0,2.0,61,Google,0.0
2026-08-12,2026-08,Growify_Performance Max_Listing_INTL,United States,160.57,0.0,0.0,5.0,446,Google,0.0
2026-08-12,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Australia,0.0,0.0,0.0,0.0,4,Google,0.0
2026-08-12,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,105.039491,0.0,0.0,10.0,21,Google,0.0
2026-08-12,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United Kingdom,69.59,0.0,0.0,3.0,8,Google,0.0
2026-08-12,2026-08,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,67.78,0.0,0.0,2.0,6,Google,0.0
